###!bad### If a Stoke player had done that to Alexis down the other end, most Arsenal fans on here would be screaming penalty and calling them thugs.
####################
###!bad### Bloody stupid from Xhaka but I'm struggling to see how the refs not given him a straight red? What does he think he's seen... #AFCvSCFC #BPL
####################
###!good### I love you Bellerin. Missed the lad soo much.
####################
###!bad### This is one of the worst calls I've seen holy fuck https://t.co/DFuPerPqD4
####################
###!bad### bellerin still cannot pass/cross
####################
###!good### Incredible last-ditch intervention from Diouf to stop what would've been a certain goal from Ozil. 0-1. #ARSSTK
####################
###!good### Spot on. https://t.co/H7mmOTgErD
####################
###!bad### xhaka is now playing nonsense
####################
###!bad### Cant see how people are bitching at the ref , bitch at Xhaka
####################
###!bad### Xhaka this ain't bloody rugby
####################
###!good### What a clearance by Diouf!!!!
####################
###!good### Mignolet is the PL's best at saving pens, he's surprisingly really good at it https://t.co/szRnBp0a5R
####################
###!bad### Xhaka dafuq???
Keep your cross down
Shaqiri steps up and curls it towards Martins Indi, but Xhaka is there to clear the danger with a strong header.
####################
#CharlieAdam got 48 balloons for his 31 yo bday so far https://t.co/waAPRnGEiX Gift him more!
####################
@ClassyWazza @SaedCFC Hazard scores in big games, Sanchez goes missing? Rather a big game player than a stat padder
####################
I missed Bellerin fr
####################
Bellerin might be one of the worst crossers of all time
####################
@imprvssionable b/c life alert isn't helping alexis.
####################
Proper tactics for a match can make the best players disappear. https://t.co/bZzB75lGzR
####################
Theo Walcott backheel? Someone really has to investigate this now because that's definitely not Theo Walcott.
####################
Sub Callum Robinson off Allen birch on
####################
Me too  https://t.co/GtyE5whYur
####################
Oh man. Alex and Alexis. Love. It!
####################
Purrfectoo! https://t.co/nMhH4orf70
####################
Is Alexis okay?!
####################
Save by cech and then go down other end and score bosh!
####################
Fuck you Gale. Montreal and Gabriel, our 2 tallest defenders, attacked that ball putting off Crouch.
####################
ALEXIS ASSIST
####################
Nice lah https://t.co/kKBUShX5o6
####################
#afc #arsstk #afcvscfc Hahahaha Crouch and Monreal
####################
3-1! IWOBI!!!!!!! 2 GOALS IN 2 GAMES, ASSIST BY ALEXIS! HE DESERVED IT!
####################
If them born Sanchez well, he shouldn't score
####################
Is Sanchez gonna get the assist?
####################
@SuziMann @CarlBovis_AFC Well if that piece of skill isn't worth over 300k I don't know what is https://t.co/x735qKqznl
####################
Captain Alexis https://t.co/MuiZ45fe6Z
####################
@roys9964 @Squawka let de gea beat the cleansheet record  by cech then say he is better. now degea is better because cech is past his prime
####################
I LITERALLY JUST GOT MIND FUCKED... OUT HERE THINKING MONREAL PLAYS FOR STOKE.. BUT KTS ACTUALLY PETER CROUCH...
####################
I could work with Sanchez assist
####################
Attempt missed. Marko Arnautovic (Stoke City) right footed shot from outside the box is too high... https://t.co/CnHsrl6R7W #ARSSTO
####################
Attempt missed. Marko Arnautovic (Stoke City) right footed shot from outside the box is too high... https://t.co/LXH8Aess60 #ARSSTO
####################
*Triple-Captains Sanchez*
*No Goal or Assist so far*
*Deletes FPL and Dies* https://t.co/lnInMAd7iy
####################
He has ran so much at right back that he's fit. https://t.co/tX2BQeBzkg
####################
Attempt missed. Mame Biram Diouf (Stoke City) header from the centre of the box misses to the le... https://t.co/CnHsrl6R7W #ARSSTO
####################
Great avantage ref.. Iwobi well done player
####################
Alex Iwobi is still shit
####################
Alex Iwobi thank you
####################
Arsenal 3-1 Stoke City (Iwobi)
####################
GOAL! Arsenal 3-1 Stoke City (Alex Iwobi, 75'). Join us live: https://t.co/568X57lWUF #arsenal #scfc
####################
What a baller Alex Iwobi is! 3-1 Arsenal!
####################
Really happy for Alex Iwobi to get a goal in today. #AFCVSCFC
####################
@andy85wsm Sanchez assisted this one
####################
GOAL! Arsenal 3-1 Stoke City (Alex Iwobi, 75'). Join us live: https://t.co/zyqhSjhbzJ #arsenal #scfc
####################
Another one for Iwobi in this week!
Alexis involved again! Superb!
####################
@BoxHardPodcast ortiz is not knocking Allen out
####################
Gunnin Em down Iwobi finishes 3-1 #Gunners
####################
GOAL! Arsenal 3-1 Stoke City (Alex Iwobi, 75'). Join us live: https://t.co/ae7cjdOpOK #arsenal #scfc
####################
GOAL! Arsenal 3-1 Stoke. 

Scorer: Alex Iwobi
Assist: Referee for playing a crackin' advantage
####################
YES IWOBI!
####################
17 Iwobi come on 3-1 lovely
####################
The big17 iwobi
####################
Iwobi's celebration is too wavey u know
####################
GOAL! Arsenal 3-1 Stoke City (Alex Iwobi, 75'). Join us live: https://t.co/iDH8oDNIul #arsenal #scfc
####################
Goal Iwobi goalll
####################
Mustafi limps out of Stoke clash as Bellerin makes Arsenal return https://t.co/AuhXaS6zll #SCFC
####################
Take Alexis out now
####################
YESSS IWOBI
####################
People are always giving me shit when I big up Iwobi but there he is. Criminally underrated.
####################
I love you, you love me, Iwobi scored on the way to victory!! LETS GO @ARSENAL!!!
####################
Prem: Ozil goal -- Arsenal (49') https://t.co/KaymXhdbwn https://t.co/KULi29nbZs
####################
Game. Well in Iwobi.
####################
Great from Alexis as well
####################
That kid iwobi &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
####################
Iwobi's one for the future
####################
Cheers Alexis
####################
@awesomehabibi right on time eh?
Iwobi!!!
####################
Alex Iwobi is the new Thierry Henry
####################
Iwobi finally found his goal scoring touch
####################
I TOLD MY BROTHER IWOBI IS GONNA SCORE WHEN HE GOT SUBBED ON AND HE DID IM
####################
Chamberlain NDIS Wireless Indoor/Outdoor Portable Intercom
Price: $78.61
Link: https://t.co/xlw5TawLcT
####################
Iwobi scored, meaning Iheanacho will score as well. nice.
####################
A new paper from economists Thomas Piketty, Emmanuel Saez and Gabriel Zucman illustrates how wide inequality has... https://t.co/F5NOFhoW7f
####################
FUCKING GET IN ALEX!!! so glad iwobi is scoring now. He's such a great prospect #COYG #ARSSTK
####################
#sex black white christine alexis pornstar https://t.co/lVbJqViTrr
####################
Iwobi and his purple patches
####################
GOAL! Arsenal also add a third goal against Stoke through substitute Alex Iwobi https://t.co/8TpzRYlDxK https://t.co/tkfeWGrnex
####################
Great work from the referee to allow advantage after foul on Sanchez. Iwobi nipped in and slotted home. #afcvscfc
####################
Absolutely stunning from Iwobi...
####################
Yesssssssss Iwobi, great finish
####################
Gooalll 
Alex Iwobi scores to make it 3-1
#coyg
####################
What a finish by iwobi
####################
Alexis Assist
####################
Fair play to Lee Mason superb advantage. Iwobi makes no mistake.
####################
Iwobi gets the 3rd goal and the 3 pts!
####################
Alexis with a great play, and finally Lee Mason gets it right and gives them the advantage. SUCK ON THAT STOKE! One more just to rub it in
####################
The boy Iwobi!!!! 3-1
####################
Alexis should get .5 of a goal for that one
####################
Let's gooo Iwobi
####################
The bottom 90% of US earners feel economic woes but none of the earnings in our economy. https://t.co/Q5UcO1xYm6
####################
Yessssss Iwobi! What a substitution! What a goal!
####################
Yesssssss alex iwobi!!!!
####################
And alexis is injured
####################
#asian sex shop alexis golden porn https://t.co/Nr541Em5se
####################
ALEX IWOBI IS FUCKING INCREDIBLE AND SO YOUNG https://t.co/KN5zDPsFny
####################
Oyaaa omo wobe... Iwobi makes it 3
####################
Yes Iwobi!!
####################
Alexis assist at least
####################
Even Monreal may score but Sanchez wnt today
####################
Iwobi mad too if I was down 3-1. #COYG
####################
YAAAS IWOBI UNREEL FINISH, MUNSTER UNREEL TRY. MY DRUG!
####################
Goal for arsenal - IWOBI @Arsenal @stokecity #ARSSTK
####################
COME ON! IWOBI
####################
Arsenal vs stoke city Live Stream: https://t.co/QLrzTmTeMk #COYG #afc #stoke #SCFC #afcvscfc #arsstk #gunners #arsenalday #ozil

-2823
####################
iWobi what a finish
####################
really good finish Iwobi
#UTMFA
####################
YESSSS COME ON IWOBI!!!
####################
Game. Set. Match. Cool finish Iwobi. And shut up Tony Gale.
####################
GOOLLL DE ARSENAL Iwobi!!!! 3-1 #Arsenal #goonerfamily #gooner #goonernation #full90gooner https://t.co/Fy9bbjAbPG https://t.co/taFdWWyqAZ
####################
Sanchez assist yh?
####################
Good job iwobi
####################
What a sub by Wenger! Iwobi makes it Arsenal 3-1!
####################
Yes Iwobi!!! #BIG17
####################
That go as a sanchez assist #fpl ??
####################
Iwobi!!! 3-1!! No longer our bogey team and excellent referring...@sammartyn
####################
GOOOOOOOOLLLLLLLLLL! Arsenal 3-1 Stoke City (Iwobi 75') #AFCvSCFC
####################
Iwobi!

When Arsenal wins early, Sounders tend to win btw.
####################
sanchez assist at least
####################
Substitute Iwobi scores!!!! What a masterstroke from AW.
####################
Iwobi in advantage play scores our third!! 3-1
####################
Back with the machine gun IWOBI
####################
Iwobi!! Arsenal going top of the table! #COYG
####################
Iwobi with back to back goals. Needed the goals badly, and they are coming now.
####################
KING IWOBI!!!!
####################
Leave alone the 3rd goal by Iwobi. It was good refereeing. #ARSSTK
####################
Great goal Iwobi
####################
Quite like Iwobi tbf. Good goal fellas ! @Arsenal
####################
Well done iwobi !!!!!
####################
GOOOOOALLLLLLLL Iwobi's first Premier league goal this season. https://t.co/wZ4GFAeWVv
####################
Iwobi winning on and off the pitch.
####################
Iwobi comes in five minutes later Arsenal are up 3-1.  Beautiful!
####################
Iwobi!!! This game has turned out better than expected. I still fucking hate Stoke though.
####################
Yes! Iwobi! 3-1. #COYG #Arsenal #AFCvSCFC #ARSSTK #PL
####################
It wasn't though was it? https://t.co/J9delXsaik
####################
Ayyyy good shit Iwobi
####################
Iwobi with that dope ass celebration!
####################
Thank you Iwobi!!!!!!
####################
Beautiful run and Brilliant finish by Iwobi!!
####################
YES IWOBI
####################
Iwobi!!! Good advantage call, great finish.  #COYG
####################
@ArsenalFCDan Cech makes a great save, we go up and score... done hating?;)
####################
And that's the difference between Ox and Iwobi.
####################
Perfect time to score. Iwobi scores his first at home
####################
No goals all season, now two in two games for Iwobi.
####################
#PL GOAL!!! #ARSENAL 3 IWOBI #SCFC 1 after 75 mins. #ARSSTK
####################
Sooooo sick to see Ozil knee sliding when he scores.
####################
yeeessss!!! iwobi!!!
####################
Iwobi For The Girls Dem!!!
####################
Alexis assist too
####################
Is that a Sanchez assist?
####################
@OfficialFPL yes finally something from Sanchez
####################
Goal!!! Arsenal 3*:1 Stoke City 

75' A. Iwobi!!!

#EPL #ARSvSTK
####################
Guess who's back, back again

Bellerin's back, back again
####################
Love how quick Iwobi reacts there. Also love Hughes looking desperately for some injustice to blame.
####################
GOALLLLLLLLLLL IWOBI 

ARSENAL 3-1 STOKE
####################
74' GOOOOOL del Arsenal. Iwobi. Arsenal 3-1 Stoke City
####################
Subhanallah so will everyone but Sanchez score today?!
####################
Iwobi yes yes yes
####################
Good from Iwobi... He has some future this kid.... #afcvscfc
####################
Iwobi making this lead much more comfortable. 3-1 Gooners
####################
LOVELY ADVANTAGE PLAYED BY REF AND IWOBI, WHAT A BOOST!!!!! #BIG17
####################
Fuck you Joe Allen
####################
Iwobi!!!! His celebration is so funny! #afc #arsenal #coyg
